company_name,email,website,phone,street,postcode,city,country,founding_year,employee_count,distribution_area,description,source,source_detail,verify_status,verify_code,verify_method,catch_all
Electronic-Bauteile Görlitz GmbH,auftragsbearbeitung@electel.de; info@electel.de; kontakt@electel.de,http://www.electel.de/,,Nikolaus-Otto-Straße 1,02828,Görlitz,DE,,,,,Europages,"pattern_mx_top3:info@electel.de,office@electel.de",unknown,,smtp_unreachable,false
F&P CNC Technik GmbH,info@fup-gmbh.com; kontakt@fup-gmbh.com; office@fup-gmbh.com,https://fup-gmbh.com/,,Van der Upwich Str. 34,41334,Nettetal,DE,,,,,Europages,"pattern_mx_top3:kontakt@fup-gmbh.com,office@fup-gmbh.com",unknown,,smtp_unreachable,false
Mainfränkische Werkstätten GmbH,christina.mantel@mfw-gmbh.com; info@mainfraenkische-werkstaetten.de; info@mainfraenkische.de; jessica.wahl@mfw-gmbh.com; kontakt@mainfraenkische.de; office@mainfraenkische.de; peter.estenfelder@mainfraenkische-werkstaetten.de; sabine.wolf@mfw-gmbh.com; service@mainfraenkische.de; stefan.schoen@mfw-gmbh.com; vertrieb@mainfraenkische.de,http://www.mainfraenkische.de,,Ohmstrasse 13,97076,Würzburg,DE,,,„just-in-sequence“ nach Absprache\nUnser Ziel ist,,Europages,"pattern_mx:info@mainfraenkische.de,service@mainfraenkische.de,kontakt@mainfraenkische.de,office@mainfraenkische.de,vertrieb@mainfraenkische.de",unknown,,smtp_unreachable,false
SYS TEC electronic AG,dino.keil@systec-electronic.com; info@systec-electronic.com; monika.hutschenreuter@systec-electronic.com; philipp.weithase@systec-electronic.com; sales@systec-electronic.com,https://www.systec-electronic.com/,,Am Windrad 2,08468,Heinsdorfergrund,DE,,,,,Europages,"pattern_mx_top3:kontakt@systec-electronic.com,office@systec-electronic.com",unknown,,smtp_unreachable,false
Ant GmbH Antriebstechnik,kolb@ant-antriebstechnik.de; niklaus@ant-antriebstechnik.de; ortel@ant-antriebstechnik.de,http://www.ant-antriebstechnik.de/,,Londonstrasse 11,97424,Schweinfurt,DE,,,,,Europages,,unknown,,smtp_unreachable,false
Wagener & Co. GmbH,info@wagener-co.de; jhwagener@wagener-co.de; kontakt@wagener-co.de; office@wagener-co.de,https://www.wagener-co.de/,,Lohesch 60,49525,Lengerich,DE,,,,,Europages,"pattern_mx_top3:kontakt@wagener-co.de,office@wagener-co.de",unknown,,smtp_unreachable,false
ER&GE GmbH,henrik.zeppenfeld@ergeplas.de; info@ergeplas.de; kontakt@ergeplas.de; marcel.thiele@ergeplas.de; office@ergeplas.de,http://www.ergeplas.de,,Halberstädter Straße 75,33106,Paderborn,DE,,,,,Europages,"pattern_mx_top3:kontakt@ergeplas.de,office@ergeplas.de",unknown,,smtp_unreachable,false
Kim Kranholdt GmbH,info@kranholdt.de; kkranholdt@kranholdt.de,http://www.kranholdt.de/,,Zur Ballonbuche 12-14,35764,Sinn,DE,,,"en, schnelle Angebotsabgaben (in der Regel innerha",,Europages,"pattern_mx_top3:kontakt@kranholdt.de,office@kranholdt.de",unknown,,smtp_unreachable,false
PC-COLLEGE Training GmbH,a.barthel@pc-college.de; info@pc-college.de; kontakt@pc-college.de; office@pc-college.de; training@pc-college.de,https://www.pc-college.de/,,Stresemannstrasse 78,10963,Berlin,DE,,,,,Europages,"pattern_mx_top3:info@pc-college.de,kontakt@pc-college.de,office@pc-college.de",unknown,,smtp_unreachable,false
G. Wurth GmbH,info@wurth-gmbh.de; kontakt@wurth-gmbh.de; niklas.wurth@wurth-gmbh.de; office@wurth-gmbh.de,http://www.wurth-gmbh.de/,,Industriestrasse 2,57572,Niederfischbach,DE,,,,,Europages,"pattern_mx_top3:kontakt@wurth-gmbh.de,office@wurth-gmbh.de",unknown,,smtp_unreachable,false
EL-A Verfahrenstechnik GmbH,info@ela-vt.de; kontakt@ela-vt.de; office@ela-vt.de; t.ueberle@ela-vt.de,http://www.ela-vt.de/,,Diebsweg 7,69123,Heidelberg,DE,,,,,Europages,"pattern_mx_top3:kontakt@ela-vt.de,office@ela-vt.de",unknown,,smtp_unreachable,false
Anhänger Herzig Zentrale UG,info@herzig-ahz.de,http://www.anhaengerherzig.de/,,Duvenstrasse 70,41199,Mönchengladbach,DE,,,,,Europages,,unknown,,smtp_unreachable,false
Fabian GmbH,info@fabian-gmbh.com,https://www.fabian-gmbh.com,,Augstbergstrasse 37,72818,Trochtelfingen,DE,,,,,Europages,,unknown,,smtp_unreachable,false
Lavid Software GmbH,dominik.boenigk@lavid-software.net; info@lavid-software.net; kontakt@lavid-software.net; office@lavid-software.net,http://www.lavid-software.net/,,Dauner Strasse 12,41236,Mönchengladbach,DE,,,,,Europages,"pattern_mx_top3:kontakt@lavid-software.net,office@lavid-software.net",unknown,,smtp_unreachable,false
JHWerkzeug GmbH,info@jhwerkzeug.de; kontakt@jhwerkzeug.de; office@jhwerkzeug.de,http://www.jhwerkzeug.de/,,Talweg 8,75417,Mühlacker,DE,,,,,Europages,"pattern_mx_top3:kontakt@jhwerkzeug.de,office@jhwerkzeug.de",unknown,,smtp_unreachable,false
Chlorreich GmbH,info@chlorreich.de; kontakt@chlorreich.de; office@chlorreich.de; sven.b@chlorreich.de,https://www.chlorreich.de,,"Broichstraße 81a,",53227,Bonn,DE,,,,,Europages,"pattern_mx_top3:kontakt@chlorreich.de,office@chlorreich.de",unknown,,smtp_unreachable,false
Papka e.K.,info@papka.de; kontakt@papka.de; office@papka.de; oliver@papka.de,http://www.papka.de/,,In der Alting 13,90596,Schwanstetten,DE,,,,,Europages,"pattern_mx_top3:kontakt@papka.de,office@papka.de",unknown,,smtp_unreachable,false
AXA-Cable GmbH,info@axa-cable.de,http://axa-cable.de/,,Wiehagener Str. 91,42499,Hückeswagen,DE,,,,,Europages,,unknown,,smtp_unreachable,false
Teudeloff GmbH & Co. KG,info@teudeloff.de,https://www.teudeloff.de/,,Rodbachstrasse 37,74397,Pfaffenhofen,DE,,,,,Europages,,unknown,,smtp_unreachable,false
Mike Sendner Bohr- & Sägetechnik GmbH & Co. KG,info@steinbohren.de; kontakt@steinbohren.de; office@steinbohren.de; sendner@steinbohren.de,http://www.steinbohren.de/,,Schönbrunnenstrasse 16a,97261,Güntersleben,DE,,,,,Europages,"pattern_mx_top3:info@steinbohren.de,kontakt@steinbohren.de,office@steinbohren.de",unknown,,smtp_unreachable,false
LEZ ENERGIE GmbH,einkauf@lez-energie.de; info@lez-energie.de; kontakt@lez-energie.de; leads@lez-energie.de; office@lez-energie.de; perry.heinz@lez-energie.de,http://www.lez-energie.de/,,Auf der Breit 19,76227,Karlsruhe,DE,,,,,Europages,"pattern_mx_top3:info@lez-energie.de,kontakt@lez-energie.de,office@lez-energie.de",unknown,,smtp_unreachable,false
Flatlift TV Liftsysteme Operations GmbH,buha@flatlift.de; info@flatlift.com; info@flatlift.de; kontakt@flatlift.com; office@flatlift.com; service@flatlift.com; technik@flatlift.de; vertrieb@flatlift.com,https://flatlift.com,,Hafenstraße 4d,67547,Worms,DE,,,,,Europages,"pattern_mx:vertrieb@flatlift.com,office@flatlift.com,service@flatlift.com,kontakt@flatlift.com,info@flatlift.com",unknown,,smtp_unreachable,false
EKOTEC Gusstechnik GmbH & Co. KG,info@ekotec.de; kontakt@ekotec.de; mgrahl@ekotec.de; office@ekotec.de,http://www.ekotec.de/,,Am Weinhaus 6,40882,Ratingen,DE,,,.\n\nZu unseren Fertigungsverfahren zählen u. a. F,,Europages,"pattern_mx_top3:kontakt@ekotec.de,office@ekotec.de",unknown,,smtp_unreachable,false
Spree Salze Inh. Thomas Große,info@regeneriersalz-kaufen.de; kontakt@regeneriersalz-kaufen.de; office@regeneriersalz-kaufen.de,https://regeneriersalz-kaufen.de/,,Hauptstraße 16a,03222,Zerkwitz,DE,,,,,Europages,"pattern_mx_top3:kontakt@regeneriersalz-kaufen.de,office@regeneriersalz-kaufen.de",unknown,,smtp_unreachable,false
Digel Sticktech GmbH u. Co. KG,info@digel-sticktech.com; info@digel.net; kontakt@digel-sticktech.com; office@digel-sticktech.com; service@digel-sticktech.com; vertrieb@digel-sticktech.com,https://www.digel-sticktech.com,,Hermann-Burkhardt-Strasse 7,72793,Pfullingen,DE,,,,,Europages,"pattern_mx:vertrieb@digel-sticktech.com,office@digel-sticktech.com,kontakt@digel-sticktech.com,service@digel-sticktech.com,info@digel-sticktech.com",unknown,,smtp_unreachable,false
Römheld GmbH Friedrichshütte,a.schmidt@roemheld.de; info@roemheld.de,https://www.roemheld.de/de,,Römheldstrasse 1-5,35321,Laubach,DE,,,,,Europages,,unknown,,smtp_unreachable,false
systemsoft GmbH,aschumacher@systemsoft-gmbh.de; info@systemsoft-gmbh.de; vertrieb@systemsoft-gmbh.de,http://www.systemsoft-gmbh.de/,,Stettiner Strasse 7,88250,Weingarten,DE,,,,,Europages,,unknown,,smtp_unreachable,false
Knoll & Langohr Maschinenbau GmbH,info@knoll-langohr.de; kontakt@knoll-langohr.de; office@knoll-langohr.de,http://www.knoll-langohr.de/,,Hauptstraße 39,91723,Dittenheim,DE,,,,,Europages,"pattern_mx_top3:kontakt@knoll-langohr.de,office@knoll-langohr.de",unknown,,smtp_unreachable,false
Joh. Jean Weiler GmbH und CO. KG,andreas.ulm@jjweiler.de; cormelia.fleischmann@jjweiler.de; info@jjweiler.de; kontakt@jjweiler.de; office@jjweiler.de; thomas.guenzel@jjweiler.de; torsten.fink@jjweiler.de,http://www.jjweiler.de/,,Robert-Bosch-Strasse 2,90513,Zirndorf,DE,,,,,Europages,"pattern_mx_top3:kontakt@jjweiler.de,office@jjweiler.de",unknown,,smtp_unreachable,false
SCHWEISSfachbetrieb Weil,info@weil-mannheim.de; kontakt@weil-mannheim.de; office@weil-mannheim.de,http://www.weil-mannheim.de/,,Donierstrasse 5,68519,Viernheim,DE,,,,,Europages,"pattern_mx_top3:kontakt@weil-mannheim.de,office@weil-mannheim.de",unknown,,smtp_unreachable,false
Wackerbauer Feinmechanik GmbH&Co.KG,info@wackerbauer-feinmechanik.de; kontakt@wackerbauer-feinmechanik.de; m.wackerbauer@wackerbauer-feinmechanik.de; office@wackerbauer-feinmechanik.de,https://www.wackerbauer-feinmechanik.de/,,Baumgartenstrasse 9,84137,Vilsbiburg,DE,,,,,Europages,"pattern_mx_top3:kontakt@wackerbauer-feinmechanik.de,office@wackerbauer-feinmechanik.de",unknown,,smtp_unreachable,false
Freitec Kunststoffe GmbH,info@friedmann-formteile.com; info@friedmann-formteile.de; kontakt@friedmann-formteile.com; mail@freitec.de; office@friedmann-formteile.com; service@friedmann-formteile.com; vertrieb@friedmann-formteile.com,https://friedmann-formteile.com/,,Daimlerstrasse 11,73635,Rudersberg,DE,,,,,Europages,"pattern_mx:info@friedmann-formteile.com,service@friedmann-formteile.com,office@friedmann-formteile.com,vertrieb@friedmann-formteile.com,kontakt@friedmann-formteile.com",unknown,,smtp_unreachable,false
L??sing GmbH - Technische Gummipresserei,gummi@loesing.de; info@loesing.de; kontakt@loesing.de; office@loesing.de,http://www.loesing.de/,,Koksstrasse 8,58135,Hagen,DE,,,,,Europages,"pattern_mx_top3:info@loesing.de,kontakt@loesing.de,office@loesing.de",unknown,,smtp_unreachable,false
GEKO-Pumpen GmbH,b.freimuth@geko-pumpen.de; info@geko-pumpen.de; kontakt@geko-pumpen.de; l.langer@geko-pumpen.de; office@geko-pumpen.de,http://www.geko-pumpen.de/,,Rohrbergstrasse 23 B,65343,Eltville am Rhein,DE,,,,,Europages,"pattern_mx_top3:kontakt@geko-pumpen.de,office@geko-pumpen.de",unknown,,smtp_unreachable,false
FABRIKSTORES GmbH,info@aufkleber-fabrik.de; kontakt@aufkleber-fabrik.de; office@aufkleber-fabrik.de; op@aufkleber-fabrik.de,http://www.aufkleber-fabrik.de/,,Schillerstrasse 53,70839,Gerlingen,DE,,,,,Europages,"pattern_mx_top3:kontakt@aufkleber-fabrik.de,office@aufkleber-fabrik.de",unknown,,smtp_unreachable,false
Peter Prinzing GmbH,info@prinzing.eu; kontakt@prinzing.eu; o.prinzing@prinzing.eu; office@prinzing.eu; prinzing@kyto.com,http://www.prinzing.eu/,,Siechenlach 2,89173,Lonsee,DE,,,,,Europages,"pattern_mx_top3:kontakt@prinzing.eu,office@prinzing.eu",unknown,,smtp_unreachable,false
Elektrotechnik T. Kauschmann,alphaenergie@outlook.de; elektrotechnik-lauta@outlook.de; info@elektrotechnik-lauta.de; kontakt@elektrotechnik-lauta.de; kurierdienst-zenk@outlook.de; office@elektrotechnik-lauta.de; service@elektrotechnik-lauta.de; vertrieb@elektrotechnik-lauta.de,http://www.elektrotechnik-lauta.de/,,Eisenbahnstrasse 10,02991,Lauta,DE,,,,,Europages,"Europages + MainDB_old; pattern_mx:service@elektrotechnik-lauta.de,vertrieb@elektrotechnik-lauta.de,office@elektrotechnik-lauta.de,info@elektrotechnik-lauta.de,kontakt@elektrotechnik-lauta.de",unknown,,smtp_unreachable,false
Ernst B. Gausmann GmbH,graw@gausmann.com; gsm@gausmann.com; info@gausmann.com; kontakt@gausmann.com; nawrot@gausmann.com; office@gausmann.com,http://www.gausmann.com/,,Blumenfeldstrasse 109b,44795,Bochum,DE,,,,,Europages,"pattern_mx_top3:info@gausmann.com,kontakt@gausmann.com,office@gausmann.com",unknown,,smtp_unreachable,false
Ferrotec GmbH,info@ferrotec.net; kontakt@ferrotec.net; office@ferrotec.net,http://www.ferrotec.net/,,Kopernikusstrasse 4,76297,Stutensee-Blankenloch,DE,,,,,Europages,"pattern_mx_top3:kontakt@ferrotec.net,office@ferrotec.net",unknown,,smtp_unreachable,false
DIXI-Polytool GmbH,dixipolytool@dixi.com; info@dixipolytool.de; kontakt@dixipolytool.de; office@dixipolytool.de; service@dixipolytool.de; vertrieb@dixipolytool.de; wolfgang.wuertz@dixi.com,http://www.dixipolytool.de/,,Carl-Benz-Strasse 11,75217,Birkenfeld,DE,,,,,Europages,"pattern_mx:kontakt@dixipolytool.de,info@dixipolytool.de,service@dixipolytool.de,office@dixipolytool.de,vertrieb@dixipolytool.de",unknown,,smtp_unreachable,false
UK Feinwerktechnik Uwe Keller,info@uk-feinwerktechnik.de,http://www.uk-feinwerktechnik.de/,,Rathausstr. 4,35745,Herborn / Merkenbach,DE,,,,,Europages,,unknown,,smtp_unreachable,false
RB Elektro Systems GmbH & Co. KG,info@rb-elektro-systems.de; kontakt@rb-elektro-systems.de; office@rb-elektro-systems.de; rb@esyst.de; service@rb-elektro-systems.de; t.breitschwerdt@esyst.de; vertrieb@rb-elektro-systems.de,http://www.rb-elektro-systems.de/,,Max-Planck-Strasse 10,74523,Schwäbisch Hall,DE,,,,,Europages,"pattern_mx:vertrieb@rb-elektro-systems.de,kontakt@rb-elektro-systems.de,office@rb-elektro-systems.de,service@rb-elektro-systems.de,info@rb-elektro-systems.de",unknown,,smtp_unreachable,false
Industrieofen- & Härtereizubehör GmbH Unna,info@ihu.de; kontakt@ihu.de; office@ihu.de,https://www.ihu.de/,,Viktoriastraße 12,59425,Unna,DE,,,,,Europages,"pattern_mx_top3:kontakt@ihu.de,office@ihu.de",unknown,,smtp_unreachable,false
Gustav Klauke GmbH,info@klauke.com; klauke-anfragen@emerson.com; klauke-info@emerson.com; kontakt@klauke.com; michael.zurbrueggen@emerson.com; office@klauke.com; sandra.hielscher@emerson.com; service@klauke.com; vertrieb@klauke.com,http://www.klauke.com/,,Auf dem Knapp 46,42855,Remscheid,DE,,,,,Europages,"pattern_mx:info@klauke.com,kontakt@klauke.com,vertrieb@klauke.com,service@klauke.com,office@klauke.com",unknown,,smtp_unreachable,false
AZS System,anfrage@azs.de; j.fabricius@azs.de,https://www.azs.de/,,Mühlendamm 84a,22087,Hamburg,DE,,,,,Europages,,unknown,,smtp_unreachable,false
Paul Kuolt Feinmechanik GmbH & Co.KG,info@pk-feinmechanik.de; kontakt@pk-feinmechanik.de; office@pk-feinmechanik.de,http://www.pk-feinmechanik.de/,,Industriestrasse 3,78586,Deilingen,DE,,,,,Europages,"pattern_mx_top3:kontakt@pk-feinmechanik.de,office@pk-feinmechanik.de",unknown,,smtp_unreachable,false
Twin Busch GmbH,dennis@twinbusch.de; info@twinbusch.de; niky@twinbusch.de,http://www.twinbusch.de/,,Amperestrasse 1,64625,Bensheim,DE,,,,,Europages,,unknown,,smtp_unreachable,false
Binczyk GmbH & Co. KG Metall- und Kunstoffverarbeitung,info@binsta-stanzteile.de; kontakt@binsta-stanzteile.de; office@binsta-stanzteile.de; service@binsta-stanzteile.de; vertrieb@binsta-stanzteile.de; info@binsta.de,https://binsta-stanzteile.de/,,Freisenbergstrasse 20,58513,Lüdenscheid,DE,,,.\n\nAls Produktbeispiele sind zu nennen:\nBefesti,,Europages,"pattern_mx:vertrieb@binsta-stanzteile.de,office@binsta-stanzteile.de,kontakt@binsta-stanzteile.de,service@binsta-stanzteile.de,info@binsta-stanzteile.de",unknown,,smtp_unreachable,false
Kubetex GmbH Nähtechnik,info@kubetex.de; kontakt@kubetex.de; mail@kubetex.de; office@kubetex.de,https://www.kubetex.de/,,Otto-Hahn-Str. 2,72359,Dotternhausen,DE,,,,,Europages,"pattern_mx_top3:info@kubetex.de,kontakt@kubetex.de,office@kubetex.de",unknown,,smtp_unreachable,false
PViQ GmbH,ck@pviq.de; info@pviq.de; kontakt@pviq.de; office@pviq.de,https://www.pviq.de,,"Albert-Einstein-Ring 7,",14532,Kleinmachnow,DE,,,,,Europages,"pattern_mx_top3:kontakt@pviq.de,office@pviq.de",unknown,,smtp_unreachable,false
Hein + Gernhard GmbH,info@hein-gernhard.com; info@hein-gernhard.de; kontakt@hein-gernhard.com; office@hein-gernhard.com; service@hein-gernhard.com; vertrieb@hein-gernhard.com,https://hein-gernhard.com/,,Industriestrasse 2,61440,Oberursel,DE,,,,,Europages,"pattern_mx:service@hein-gernhard.com,info@hein-gernhard.com,kontakt@hein-gernhard.com,office@hein-gernhard.com,vertrieb@hein-gernhard.com",unknown,,smtp_unreachable,false
K. Zipf & Sohn GmbH & Co. KG,info@zipfundsohn.de; kontakt@zipfundsohn.de; office@zipfundsohn.de,http://www.zipfundsohn.de/,,Kißlingweg 30,75417,Mühlacker,DE,,,,,Europages,"pattern_mx_top3:kontakt@zipfundsohn.de,office@zipfundsohn.de",unknown,,smtp_unreachable,false
Link & Tepel GmbH,info@link-tepel.de; kontakt@link-tepel.de; office@link-tepel.de,http://www.link-tepel.de/,,Dieselstrasse 21,44805,Bochum,DE,,,,,Europages,"pattern_mx_top3:kontakt@link-tepel.de,office@link-tepel.de",unknown,,smtp_unreachable,false
BEMI GmbH Zerspanungstechnik,info@bemi-gmbh.de; kontakt@bemi-gmbh.de; office@bemi-gmbh.de,http://www.bemi-gmbh.de/,,Gleiwitzer Strasse 11,74613,Öhringen,DE,,,,,Europages,"pattern_mx_top3:kontakt@bemi-gmbh.de,office@bemi-gmbh.de",unknown,,smtp_unreachable,false
Chem-Trend (Deutschland) GmbH,info@de.chemtrend.com; kontakt@de.chemtrend.com; office@de.chemtrend.com; service@de.chemtrend.com; vertrieb@de.chemtrend.com; cteichmann@chemtrend.de; service@chemtrend.de,https://de.chemtrend.com/,,Ganghoferstraße 30,82216,Maisach-Gernlinden,DE,,,,,Europages,"pattern_mx:vertrieb@de.chemtrend.com,kontakt@de.chemtrend.com,office@de.chemtrend.com,service@de.chemtrend.com,info@de.chemtrend.com",unknown,,smtp_unreachable,false
MS Ultraschall Technologie GmbH,info@ms-ultraschall.de; kontakt@ms-ultraschall.de; office@ms-ultraschall.de; service@ms-ultraschall.de; vertrieb@ms-ultraschall.de; vertrieb@ms-ultrasonic.de,http://www.ms-ultraschall.de/,,Karlstraße 8-20,78549,Spaichingen,DE,,,,,Europages,"pattern_mx:info@ms-ultraschall.de,vertrieb@ms-ultraschall.de,office@ms-ultraschall.de,service@ms-ultraschall.de,kontakt@ms-ultraschall.de",unknown,,smtp_unreachable,false
Ingenieurbüro & Reinraumservice Egon Buchta GmbH,info@reinraumservice.de; kontakt@reinraumservice.de; office@reinraumservice.de,https://reinraumservice.de/,,Unterer Mühlweg 43,72827,Wannweil,DE,,,,,Europages,"pattern_mx_top3:kontakt@reinraumservice.de,office@reinraumservice.de",unknown,,smtp_unreachable,false
Linde AMT GmbH,info@linde-amt.com; kontakt@linde-amt.com; office@linde-amt.com; service@linde-amt.com; vertrieb@linde-amt.com; jens.rossen@linde.com; leander.wurm@linde.com; lg.de.info.ratingen@linde.com; nicolas.brendel@linde.com; ralf.sowinski@linde.com,https://www.linde-amt.com/de-de,,Robert-Zapp-Strasse 7,40880,Ratingen,DE,,,,,Europages,"pattern_mx:info@linde-amt.com,office@linde-amt.com,kontakt@linde-amt.com,vertrieb@linde-amt.com,service@linde-amt.com",unknown,,smtp_unreachable,false
VELENT GmbH,info@velent.de; j.gottselich@velent.de; kontakt@velent.de; office@velent.de; schmidt@velent.de,http://www.velent.de/,,Schmalbachstraße 28,74626,Bretzfeld,DE,,,,,Europages,"pattern_mx_top3:kontakt@velent.de,office@velent.de",unknown,,smtp_unreachable,false
GROSS HOF GmbH,d.fritzsche@gross-hof.de; info@gross-hof.de; kontakt@gross-hof.de; office@gross-hof.de; p.geiger@gross-hof.de,http://www.gross-hof.de/,,Ascher Strasse 52,95028,Hof,DE,,,,,Europages,"pattern_mx_top3:kontakt@gross-hof.de,office@gross-hof.de",unknown,,smtp_unreachable,false
DAW Deutscher Allgemeiner Wachschutz GmbH,info@daw-sicherheit.de; kontakt@daw-sicherheit.de; nf@daw-sicherheit.de; office@daw-sicherheit.de,https://daw-sicherheit.de,,"Lützowstraße 102-104,",10785,Berlin,DE,,,,,Europages,"pattern_mx_top3:info@daw-sicherheit.de,kontakt@daw-sicherheit.de,office@daw-sicherheit.de",unknown,,smtp_unreachable,false
MAATZ·CHRISTENSEN Verteiler- und Rohrsysteme GmbH,info@maatz-christensen.de; mario.hetkamp@maatz-christensen.de,http://www.maatz-christensen.de/,,Kotten Büsken 39,46325,Borken,DE,,,,,Europages,"pattern_mx_top3:kontakt@maatz-christensen.de,office@maatz-christensen.de",unknown,,smtp_unreachable,false
ABP - Innovative Blechbearbeitung GmbH,h.drira@abp-blech.de; info@abp-blech.de,http://abp-blech.de/,,Franz-Roßberg-Strasse 1,39291,Genthin OT Schopsdorf,DE,,,,,Europages,"pattern_mx_top3:kontakt@abp-blech.de,office@abp-blech.de",unknown,,smtp_unreachable,false
Honig-Wernet GmbH,info@honig-wernet.shop; kontakt@honig-wernet.shop; office@honig-wernet.shop; service@honig-wernet.shop; vertrieb@honig-wernet.shop; info@honig-wernet.de; juergen.wernet@honig-wernet.de; matthias.wernet@honig-wernet.de,http://www.honig-wernet.shop/,,Forstweg 1-3,79183,Waldkirch,DE,,,,Wir verarbeiten zusammen mit 15 Mitarbeitern etwa 25 Honigsorten und bieten ein breit gefächertes Angebot an naturbelassenen und sortenreinen Honigen in Markenqualität an.\n\nUnternehmen\n\nAus einer in Waldkirch ansässigen Großimkerei gründeten wir 1955 den Honigabfüllbetrieb \,Europages,"pattern_mx:vertrieb@honig-wernet.shop,office@honig-wernet.shop,service@honig-wernet.shop,kontakt@honig-wernet.shop,info@honig-wernet.shop",unknown,,smtp_unreachable,false
